,Year,Month,State,Primary Mode,Etiology,Etiology Status,Setting,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths
46763,2017,1,Maine,0,Norovirus Genogroup I,Confirmed,Long-term care/nursing home/assisted living facility,16,0.0,16.0,0.0,16.0
46764,2018,5,New York,1,Norovirus Genogroup II,Confirmed,Restaurant - other or unknown type,8,0.0,8.0,0.0,8.0
46765,2017,1,Maine,0,Norovirus Genogroup I,Suspected,Long-term care/nursing home/assisted living facility,33,1.0,33.0,0.0,33.0
46766,2017,1,Maine,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,21,0.0,21.0,0.0,21.0
46767,2017,1,Maine,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,51,1.0,51.0,0.0,51.0
46768,2017,1,Maine,0,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,26,0.0,26.0,0.0,26.0
46770,2017,2,Maine,0,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,84,0.0,84.0,0.0,84.0
46771,2017,1,Maine,0,Norovirus Genogroup I,Confirmed,Long-term care/nursing home/assisted living facility,40,0.0,38.0,0.0,38.0
46772,2018,5,Virginia,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,18,0.0,18.0,0.0,18.0
46773,2018,5,Virginia,1,Norovirus Genogroup II,Confirmed,Religious facility,7,0.0,7.0,0.0,7.0
46774,2018,4,Pennsylvania,0,Norovirus unknown,Suspected,School/college/university,22,0.0,17.0,0.0,17.0
46776,2018,4,Pennsylvania,0,Norovirus Genogroup II; Norovirus Genogroup II,Suspected; Suspected,Long-term care/nursing home/assisted living facility,13,0.0,3.0,0.0,3.0
46777,2018,4,Oregon,2,Sapovirus,Confirmed,School/college/university,7,0.0,7.0,0.0,7.0
46785,2017,2,Maine,0,Norovirus Genogroup I,Confirmed,Long-term care/nursing home/assisted living facility,9,0.0,9.0,0.0,9.0
46788,2017,2,Maine,0,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,10,1.0,10.0,0.0,10.0
46789,2018,5,Ohio,0,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,12,0.0,0.0,0.0,0.0
46792,2017,3,Maine,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,42,0.0,42.0,0.0,42.0
46794,2017,3,Maine,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,56,0.0,56.0,0.0,56.0
46795,2017,3,Maine,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,38,1.0,38.0,0.0,38.0
46797,2017,8,Maine,2,Salmonella enterica,Confirmed,Unknown,3,0.0,3.0,0.0,3.0
46798,2017,4,Colorado,1,Hepatitis A,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Other",2,0.0,2.0,0.0,2.0
46800,2017,3,Louisiana,0,Norovirus unknown,Suspected,School/college/university,86,0.0,13.0,0.0,86.0
46801,2017,12,Maine,0,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,28,1.0,28.0,0.0,28.0
46805,2017,4,Maine,0,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,20,0.0,20.0,0.0,20.0
46812,2018,3,Florida,1,Staphylococcus,Suspected,Restaurant - other or unknown type,2,0.0,2.0,0.0,2.0
46813,2018,3,Minnesota,0,Cryptosporidium parvum; Cryptosporidium,Confirmed; Suspected,Child day care,3,0.0,3.0,0.0,3.0
46814,2018,4,Minnesota,1,Norovirus,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",3,0.0,3.0,0.0,3.0
46815,2018,5,Minnesota,0,Norovirus,Suspected,School/college/university,45,0.0,0.0,0.0,0.0
46816,2018,4,Minnesota,0,Norovirus; Rotavirus,Suspected; Suspected,Long-term care/nursing home/assisted living facility,17,0.0,17.0,2.0,17.0
46817,2018,5,North Carolina,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,60,1.0,60.0,0.0,60.0
46822,2017,5,Kentucky,0,Shigella sonnei,Confirmed,"Other, specify",109,0.0,109.0,0.0,109.0
46823,2018,3,Nevada,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,10,0.0,10.0,0.0,10.0
46824,2018,5,North Carolina,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,19,0.0,19.0,0.0,19.0
46825,2018,5,New Mexico,0,Norovirus unknown,Suspected,School/college/university,19,0.0,19.0,0.0,19.0
46828,2018,5,South Carolina,0,Norovirus unknown,Suspected,School/college/university,225,0.0,0.0,0.0,225.0
46830,2017,3,Vermont,2,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,13,0.0,0.0,0.0,0.0
46831,2018,4,Michigan,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,11,6.0,11.0,0.0,11.0
46832,2018,4,Michigan,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,12,0.0,12.0,0.0,12.0
46833,2017,11,Louisiana,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,41,2.0,41.0,1.0,41.0
46834,2018,5,Michigan,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,9,0.0,9.0,0.0,9.0
46835,2018,5,Michigan,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,21,1.0,21.0,0.0,21.0
46836,2017,2,Vermont,2,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,12,0.0,0.0,0.0,0.0
46842,2018,4,Maryland,1,Norovirus Genogroup II,Suspected,Caterer (food prepared off-site from where served),6,0.0,6.0,0.0,6.0
46844,2018,5,Florida,1,Norovirus Genogroup II,Confirmed,Banquet Facility (food prepared and served on-site),30,0.0,30.0,0.0,30.0
46845,2017,10,Louisiana,0,Norovirus Genogroup II,Confirmed,School/college/university,110,0.0,78.0,0.0,110.0
46847,2018,5,Wisconsin,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,8,0.0,0.0,0.0,0.0
46848,2018,5,Wisconsin,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,5,0.0,5.0,0.0,5.0
46849,2018,4,Wisconsin,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,21,0.0,0.0,0.0,0.0
46850,2018,5,Wisconsin,0,Norovirus Genogroup I,Suspected,Long-term care/nursing home/assisted living facility,10,0.0,10.0,0.0,10.0
46851,2018,4,Virginia,0,Salmonella other,Confirmed,Private home/residence,2,1.0,2.0,0.0,2.0
46852,2018,5,New York,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,84,0.0,4.0,0.0,4.0
46853,2017,12,Louisiana,0,Norovirus Genogroup I,Confirmed,Long-term care/nursing home/assisted living facility,35,2.0,35.0,0.0,35.0
46854,2018,4,Illinois,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,57,0.0,57.0,0.0,57.0
46855,2018,4,Illinois,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,27,0.0,27.0,0.0,27.0
46856,2018,4,Illinois,0,Norovirus Genogroup I,Suspected,Long-term care/nursing home/assisted living facility,11,0.0,11.0,0.0,11.0
46857,2018,3,Illinois,0,Norovirus unknown,Suspected,School/college/university,15,0.0,15.0,0.0,15.0
46858,2018,4,Illinois,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,58,0.0,58.0,0.0,58.0
46859,2018,4,Illinois,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,21,0.0,21.0,0.0,21.0
46860,2018,3,Illinois,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,57,5.0,57.0,0.0,57.0
46861,2018,4,Illinois,0,Norovirus Genogroup I,Confirmed,Long-term care/nursing home/assisted living facility,17,0.0,17.0,0.0,17.0
46862,2018,4,Illinois,0,Norovirus unknown,Suspected,Shelter/group home/transitional housing,26,0.0,26.0,0.0,26.0
46863,2018,3,Illinois,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,10,0.0,10.0,0.0,10.0
46864,2018,5,Ohio,0,Shigella unknown,Suspected,Child day care,8,0.0,8.0,0.0,8.0
46865,2018,5,Utah,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,62,2.0,2.0,0.0,2.0
46866,2017,4,Louisiana,0,Rotavirus,Confirmed,Child day care,9,0.0,9.0,0.0,9.0
46868,2018,2,Massachusetts,3,Legionella unknown,Confirmed,Long Term Care Facility,2,2.0,2.0,0.0,2.0
46871,2018,5,Nebraska,0,Norovirus Genogroup II,Confirmed,"Other, specify",35,0.0,35.0,0.0,35.0
46872,2018,5,Nebraska,1,Clostridium perfringens,Suspected,Other,43,0.0,43.0,0.0,43.0
46873,2018,4,South Carolina,0,"Shigella sonnei; Salmonella enterica; Astrovirus; Escherichia coli, Enteropathogenic",Confirmed; Confirmed; Confirmed; Suspected,Child day care,23,0.0,23.0,0.0,23.0
46875,2018,5,Utah,3,Cryptosporidium unknown,Suspected,Recreational facility,7,0.0,7.0,0.0,7.0
46876,2018,5,Oregon,2,Norovirus unknown,Suspected,School/college/university,12,0.0,12.0,0.0,12.0
46877,2018,5,Oregon,0,Norovirus Genogroup II,Confirmed,Hospital,14,0.0,14.0,0.0,14.0
46878,2018,4,Texas,1,Salmonella enterica,Confirmed,Restaurant - Buffet,2,0.0,2.0,0.0,2.0
46879,2018,4,Rhode Island,1,Norovirus Genogroup II,Suspected,Restaurant - Sit-down dining,8,0.0,5.0,0.0,5.0
46880,2018,5,Minnesota,0,Norovirus,Suspected,School/college/university,20,0.0,0.0,0.0,20.0
46881,2018,4,Minnesota,0,Norovirus,Suspected,"Other, specify",4,2.0,4.0,0.0,4.0
46883,2018,4,Connecticut,1,Norovirus Genogroup II,Confirmed,School/college/university,377,23.0,377.0,0.0,377.0
46884,2018,4,Connecticut,1,Clostridium perfringens,Confirmed,Banquet Facility (food prepared and served on-site),17,0.0,17.0,0.0,17.0
46886,2018,2,Arizona,0,Norovirus,Suspected,School/college/university,138,0.0,138.0,0.0,138.0
46887,2018,4,Arizona,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,28,0.0,28.0,0.0,28.0
46889,2018,4,Arizona,1,Salmonella enterica,Confirmed,Unknown,2,1.0,2.0,0.0,2.0
46891,2017,12,Alabama,0,"Norovirus Genogroup II; Norovirus unknown; Norovirus Genogroup I; Clostridium difficile; Escherichia coli, Enteropathogenic",Confirmed; Confirmed; Suspected; Suspected; Suspected,Long-term care/nursing home/assisted living facility,39,2.0,39.0,0.0,39.0
46892,2018,3,Michigan,1,Norovirus,Suspected,Banquet Facility (food prepared and served on-site),27,1.0,19.0,0.0,19.0
46894,2017,12,Alabama,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,19,0.0,0.0,0.0,0.0
46895,2017,5,Alabama,0,Clostridium difficile,Suspected,Long-term care/nursing home/assisted living facility,3,1.0,3.0,0.0,3.0
46896,2018,1,Alabama,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,50,0.0,50.0,0.0,50.0
46897,2018,1,Alabama,0,Norovirus Genogroup II,Confirmed,Hospital,36,0.0,36.0,0.0,36.0
46898,2018,1,Alabama,0,Norovirus Genogroup II; Campylobacter unknown,Confirmed; Suspected,Restaurant,3,3.0,3.0,0.0,3.0
46900,2017,4,Alabama,0,Norovirus Genogroup II; Rotavirus,Confirmed; Suspected,Long-term care/nursing home/assisted living facility,12,0.0,12.0,0.0,12.0
46901,2018,5,Utah,0,Norovirus Genogroup I; Norovirus Genogroup I,Confirmed; Suspected,Long-term care/nursing home/assisted living facility,15,0.0,0.0,0.0,15.0
46902,2018,5,Pennsylvania,2,Salmonella enterica,Confirmed,Private home/residence,2,0.0,2.0,0.0,2.0
46903,2018,5,Montana,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,15,0.0,0.0,0.0,0.0
46904,2017,4,Alabama,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,19,0.0,19.0,0.0,0.0
46906,2018,5,Ohio,1,Norovirus,Suspected,Banquet Facility (food prepared and served on-site),6,0.0,6.0,0.0,6.0
46908,2018,2,Maryland,0,Sapovirus unknown,Confirmed,Restaurant,5,0.0,5.0,0.0,5.0
46909,2018,5,Tennessee,1,Bacillus cereus,Confirmed,Restaurant - Sit-down dining,19,0.0,16.0,0.0,16.0
46910,2018,4,Tennessee,1,"Escherichia coli, Shiga toxin-producing",Confirmed,Restaurant - Sit-down dining,6,1.0,6.0,0.0,6.0
46911,2018,5,Tennessee,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,6,0.0,0.0,0.0,0.0
46913,2015,5,Multistate,1,Listeria monocytogenes,Confirmed,Unknown,11,7.0,9.0,2.0,9.0
46914,2018,1,Multistate,1,Salmonella enterica,Confirmed,Private home/residence,7,1.0,7.0,0.0,7.0
46915,2018,5,Utah,1,Bacillus cereus,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0.0,0.0,0.0,0.0
46916,2018,1,Multistate,1,Salmonella enterica,Confirmed,Unknown,79,24.0,69.0,0.0,70.0
46917,2018,1,Multistate,1,Salmonella enterica,Confirmed,Other,265,94.0,259.0,1.0,262.0
46918,2017,9,Multistate,1,Salmonella enterica,Confirmed,Unknown,14,3.0,12.0,0.0,13.0
46920,2018,5,Texas,1,Salmonella enterica,Suspected,Private home/residence,5,0.0,5.0,0.0,5.0
46921,2018,5,Minnesota,1,Bacillus cereus; Clostridium perfringens,Suspected; Suspected,Restaurant - Sit-down dining,2,0.0,2.0,0.0,2.0
46923,2018,4,Florida,1,Scombroid toxin,Confirmed,Restaurant - Sit-down dining,2,0.0,2.0,0.0,2.0
46924,2018,5,Florida,1,Ciguatoxin,Confirmed,Private home/residence,2,0.0,2.0,0.0,2.0
46925,2018,4,Florida,3,Legionella pneumophila,Confirmed,Apartment/Condo,2,2.0,2.0,1.0,2.0
46927,2017,12,Alabama,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,25,0.0,0.0,0.0,25.0
46928,2017,12,Alabama,0,Shigella unknown; Norovirus Genogroup II,Confirmed; Confirmed,Child day care,4,0.0,4.0,0.0,4.0
46931,2018,5,Minnesota,0,Norovirus,Suspected,School/college/university,26,0.0,0.0,0.0,26.0
46932,2018,4,Texas,1,Salmonella enterica,Suspected,Restaurant - Sit-down dining,2,0.0,0.0,0.0,0.0
46935,2017,12,Alabama,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,57,0.0,0.0,0.0,57.0
46937,2018,5,New Mexico,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,9,0.0,9.0,0.0,9.0
46940,2018,4,Illinois,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,32,2.0,32.0,0.0,32.0
46941,2018,5,Illinois,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,6,0.0,6.0,0.0,6.0
46942,2018,4,Illinois,0,Rotavirus,Confirmed,Long-term care/nursing home/assisted living facility,22,0.0,22.0,0.0,22.0
46943,2018,4,Illinois,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,24,3.0,24.0,0.0,24.0
46944,2018,1,Wisconsin,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,7,0.0,7.0,0.0,7.0
46945,2018,5,Wisconsin,0,Norovirus Genogroup II,Confirmed,School/college/university,22,0.0,0.0,0.0,0.0
46946,2018,5,Wisconsin,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,8,0.0,8.0,0.0,8.0
46947,2017,3,Wisconsin,0,Norovirus Genogroup II; Clostridium difficile; Rotavirus,Confirmed; Confirmed; Suspected,Long-term care/nursing home/assisted living facility,11,1.0,11.0,0.0,11.0
46948,2018,4,Texas,0,Salmonella enterica,Suspected,Unknown,4,1.0,4.0,0.0,4.0
46950,2018,2,Colorado,1,Norovirus unknown,Confirmed,Restaurant - Sit-down dining,10,0.0,10.0,0.0,10.0
46951,2018,4,Colorado,1,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,17,0.0,17.0,0.0,17.0
46953,2018,3,Texas,2,Salmonella enterica; Salmonella enterica,Suspected; Suspected,Private home/residence,2,0.0,2.0,0.0,2.0
46954,2018,4,Colorado,0,Norovirus unknown,Suspected,Child day care,22,0.0,0.0,0.0,0.0
46955,2018,4,Texas,1,Salmonella unknown,Suspected,Grocery store,3,0.0,3.0,0.0,3.0
46956,2018,4,Nevada,0,Norovirus unknown,Suspected,School/college/university,13,0.0,13.0,0.0,13.0
46957,2018,4,Pennsylvania,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,27,0.0,27.0,0.0,27.0
46958,2018,4,Pennsylvania,0,Norovirus other,Suspected,Long-term care/nursing home/assisted living facility,52,0.0,52.0,0.0,52.0
46959,2018,5,Ohio,0,Shigella sonnei,Confirmed,Child day care,17,0.0,0.0,0.0,0.0
46960,2018,5,Virginia,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,5,0.0,5.0,0.0,5.0
46961,2018,5,Virginia,2,Norovirus Genogroup II,Confirmed,Restaurant,7,0.0,7.0,0.0,7.0
46962,2018,5,Utah,0,Rotavirus,Confirmed,Long-term care/nursing home/assisted living facility,17,0.0,17.0,0.0,0.0
46963,2018,5,Ohio,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,27,0.0,27.0,0.0,27.0
46964,2018,5,Massachusetts,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,6,0.0,6.0,0.0,6.0
46966,2018,5,Massachusetts,1,Norovirus,Suspected,Restaurant - Sit-down dining,3,0.0,3.0,0.0,3.0
46967,2018,4,Michigan,1,Norovirus,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",27,0.0,27.0,0.0,27.0
46969,2018,4,Florida,1,Norovirus Genogroup II,Confirmed,School/college/university,14,0.0,14.0,0.0,14.0
46970,2018,5,Minnesota,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,6,0.0,6.0,0.0,6.0
46971,2018,5,Minnesota,2,Norovirus unknown,Suspected,Restaurant,4,0.0,4.0,0.0,4.0
46973,2018,5,Ohio,1,Norovirus,Suspected,Restaurant - other or unknown type,2,0.0,2.0,0.0,2.0
46974,2018,5,Iowa,1,Clostridium perfringens,Confirmed,Restaurant - Sit-down dining,20,0.0,7.0,0.0,7.0
46975,2018,4,Iowa,0,"Escherichia coli, Shiga toxin-producing",Confirmed,Child day care,3,0.0,3.0,0.0,3.0
46976,2017,9,California,1,Salmonella enterica,Confirmed,Restaurant - Sit-down dining,7,1.0,6.0,0.0,7.0
46977,2017,4,California,1,Norovirus Genogroup II; Norovirus Genogroup II,Confirmed; Confirmed,Caterer (food prepared off-site from where served),23,0.0,22.0,0.0,23.0
46978,2017,12,California,1,Norovirus unknown,Suspected,Restaurant - Sit-down dining,3,0.0,3.0,0.0,3.0
46979,2017,12,California,1,Norovirus unknown,Suspected,Caterer (food prepared off-site from where served),4,0.0,4.0,0.0,4.0
46980,2018,5,Wisconsin,0,Norovirus Genogroup I,Confirmed,Long-term care/nursing home/assisted living facility,18,2.0,18.0,0.0,18.0
46981,2018,5,Wisconsin,0,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,3,0.0,3.0,0.0,3.0
46982,2018,5,Multistate,1,Salmonella enterica,Confirmed,Private home/residence,13,8.0,13.0,0.0,13.0
46983,2018,5,Wisconsin,1,Norovirus Genogroup I,Suspected,Restaurant - Sit-down dining,4,0.0,4.0,0.0,4.0
46984,2018,5,Wisconsin,1,Norovirus Genogroup II,Suspected,Restaurant - Sit-down dining,5,0.0,5.0,0.0,5.0
46985,2018,5,Texas,1,Salmonella enterica,Suspected,Unknown,2,0.0,0.0,0.0,0.0
46989,2018,5,North Carolina,1,Staphylococcus aureus,Confirmed,Caterer (food prepared off-site from where served),12,0.0,12.0,0.0,12.0
46990,2018,4,Ohio,0,Shigella sonnei; Shigella flexneri; Shigella unknown,Confirmed; Confirmed; Suspected,"Other, specify",12,6.0,6.0,0.0,6.0
46992,2018,4,Oregon,0,"Escherichia coli, Shiga toxin-producing",Confirmed,Child day care,16,0.0,16.0,0.0,16.0
46994,2018,1,Colorado,0,Norovirus unknown,Suspected,School/college/university,18,0.0,18.0,0.0,18.0
46995,2018,4,Hawaii,2,Salmonella enterica,Suspected,Long-term care/nursing home/assisted living facility,5,0.0,5.0,0.0,5.0
46997,2018,3,Illinois,1,Norovirus,Suspected,Restaurant - Sit-down dining,6,0.0,6.0,0.0,6.0
46998,2018,5,Illinois,1,Norovirus,Suspected,Restaurant - Sit-down dining,3,0.0,3.0,0.0,3.0
46999,2018,5,Illinois,0,Norovirus unknown,Suspected,School/college/university,6,0.0,6.0,0.0,6.0
47000,2018,4,Illinois,0,Clostridium difficile,Confirmed,Hospital,7,0.0,7.0,0.0,7.0
47001,2018,4,Texas,1,"Escherichia coli, Shiga toxin-producing",Suspected,Restaurant - Sit-down dining,4,1.0,1.0,0.0,4.0
47002,2018,5,North Carolina,1,Norovirus unknown,Suspected,Private home/residence,18,0.0,18.0,0.0,18.0
47003,2018,5,Virginia,0,Norovirus Genogroup I,Suspected,Long-term care/nursing home/assisted living facility,17,0.0,17.0,0.0,17.0
47004,2018,2,Colorado,0,Norovirus unknown,Suspected,Child day care,19,0.0,19.0,0.0,19.0
47005,2018,2,Colorado,0,Norovirus,Suspected,Child day care,16,0.0,16.0,0.0,16.0
47006,2018,2,Pennsylvania,1,Campylobacter; Campylobacter,Confirmed; Confirmed,Farm/dairy,3,1.0,3.0,0.0,3.0
47009,2018,2,Colorado,0,Norovirus unknown,Suspected,Child day care,38,0.0,38.0,0.0,38.0
47010,2018,4,Colorado,2,Norovirus unknown,Confirmed,Unknown,7,0.0,7.0,0.0,7.0
47012,2018,5,Pennsylvania,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,63,0.0,63.0,0.0,63.0
47013,2018,4,Pennsylvania,2,Salmonella enterica,Confirmed,Private home/residence,2,0.0,2.0,0.0,2.0
47014,2018,2,Colorado,1,Norovirus unknown,Suspected,Restaurant - Sit-down dining,3,0.0,3.0,0.0,3.0
47015,2018,1,Colorado,1,Norovirus unknown,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",73,0.0,72.0,0.0,73.0
47016,2018,5,Tennessee,1,Norovirus Genogroup I,Suspected,Restaurant - Sit-down dining,3,0.0,3.0,0.0,3.0
47020,2018,5,Texas,0,"Escherichia coli, Shiga toxin-producing",Suspected,Private home/residence,4,0.0,4.0,0.0,4.0
47021,2018,4,Washington,1,"Escherichia coli, Shiga toxin-producing",Confirmed,Restaurant - Sit-down dining,4,0.0,4.0,0.0,4.0
47023,2018,5,Virginia,2,Norovirus Genogroup II,Confirmed,School/college/university,145,1.0,145.0,0.0,145.0
47024,2018,5,Nebraska,0,Norovirus Genogroup II,Suspected,School/college/university,19,0.0,19.0,0.0,19.0
47025,2018,5,South Carolina,0,Norovirus unknown,Suspected,School/college/university,10,0.0,10.0,0.0,10.0
47026,2018,4,Pennsylvania,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,16,0.0,16.0,0.0,16.0
47027,2018,5,Ohio,1,Salmonella enterica,Suspected,Restaurant - Sit-down dining,3,0.0,3.0,0.0,3.0
47028,2018,4,Wisconsin,1,Salmonella enterica,Confirmed,Unknown,9,0.0,8.0,0.0,9.0
47029,2018,5,Wisconsin,1,Cyclospora,Confirmed,Restaurant - Sit-down dining,6,0.0,6.0,0.0,6.0
47030,2018,5,Wisconsin,0,Norovirus Genogroup II,Suspected,School/college/university,35,0.0,0.0,0.0,0.0
47031,2018,5,Wisconsin,0,Norovirus Genogroup I,Confirmed,Long-term care/nursing home/assisted living facility,27,0.0,27.0,0.0,27.0
47032,2018,5,Wisconsin,1,"Escherichia coli, Shiga toxin-producing; Salmonella enterica; Escherichia coli, Enterotoxigenic; Escherichia coli, Enteropathogenic; Other - Bacterium",Confirmed; Confirmed; Confirmed; Suspected; Confirmed,Private home/residence,12,1.0,4.0,0.0,4.0
47033,2018,5,Illinois,1,Norovirus,Suspected,Restaurant - Sit-down dining,4,0.0,4.0,0.0,4.0
47034,2018,4,Illinois,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,34,3.0,34.0,0.0,34.0
47035,2018,5,Illinois,0,Norovirus unknown,Suspected,Child day care,53,0.0,53.0,0.0,53.0
47036,2018,4,Illinois,1,Norovirus,Suspected,Restaurant - Sit-down dining,9,0.0,9.0,0.0,9.0
47037,2018,4,Illinois,1,Bacillus cereus; Clostridium perfringens,Suspected; Suspected,Caterer (food prepared off-site from where served),12,0.0,12.0,0.0,12.0
47038,2018,5,South Carolina,0,Shigella sonnei,Confirmed,School/college/university,11,0.0,11.0,0.0,11.0
47039,2018,5,New Hampshire,0,Norovirus Genogroup I,Confirmed,Long-term care/nursing home/assisted living facility,17,0.0,0.0,0.0,0.0
47042,2017,6,California,1,Mycotoxins,Confirmed,Prison/jail,3,0.0,3.0,0.0,3.0
47043,2017,1,California,1,Hepatitis A,Confirmed,Restaurant - Sit-down dining; Restaurant - other or unknown type; Private home/residence,6,1.0,6.0,0.0,6.0
47044,2017,4,Mississippi,0,Clostridium difficile,Suspected,Long-term care/nursing home/assisted living facility,9,5.0,9.0,2.0,9.0
47045,2017,5,Kentucky,0,Norovirus Genogroup I,Confirmed,Long-term care/nursing home/assisted living facility,38,0.0,0.0,0.0,38.0
47046,2017,6,Kentucky,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,25,0.0,0.0,0.0,25.0
47047,2018,5,Oregon,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,78,4.0,78.0,0.0,78.0
47048,2018,5,Texas,1,Norovirus unknown,Confirmed,Restaurant - Sit-down dining,121,0.0,0.0,0.0,0.0
47049,2018,5,Michigan,2,Norovirus Genogroup II,Confirmed,Private home/residence,15,0.0,15.0,0.0,15.0
47050,2018,4,Texas,0,"Escherichia coli, Shiga toxin-producing",Confirmed,Child day care,3,0.0,0.0,0.0,0.0
47052,2017,4,California,1,Clostridium botulinum,Confirmed,Other,10,10.0,10.0,1.0,10.0
47053,2017,12,California,1,Norovirus unknown,Suspected,Caterer (food prepared off-site from where served),4,0.0,4.0,0.0,4.0
47054,2017,12,California,1,Norovirus unknown,Suspected,Restaurant - Sit-down dining,3,0.0,3.0,0.0,3.0
47056,2017,6,California,1,Norovirus unknown,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",11,0.0,11.0,0.0,11.0
47059,2017,1,California,1,Norovirus unknown,Suspected,Banquet Facility (food prepared and served on-site),15,0.0,15.0,0.0,15.0
47060,2017,3,California,1,Clostridium botulinum,Confirmed,Other,2,2.0,2.0,1.0,2.0
47061,2018,4,Minnesota,0,Cryptosporidium parvum,Suspected,Child day care,3,0.0,3.0,0.0,3.0
47062,2018,4,Multistate,1,"Escherichia coli, Shiga toxin-producing",Confirmed,Unknown,11,4.0,11.0,0.0,11.0
47063,2018,3,Florida,3,Legionella pneumophila,Confirmed,Resort,2,2.0,2.0,0.0,2.0
47064,2018,5,Minnesota,1,Cyclospora,Confirmed,Restaurant - Sit-down dining,73,0.0,73.0,0.0,73.0
47065,2018,5,Tennessee,1,"Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing",Confirmed; Confirmed,Farm/dairy,17,7.0,16.0,0.0,16.0
